traj_id,x_k,u_k,v_k,x_next,u_next,dt
0,0.34181716951173013,1.7786507052266929,-0.03941454037166164,0.44793473655939087,1.7747092511895264,0.1
0,0.44793473655939087,1.7747092511895264,0.005497890930447183,0.5364518227337887,1.775259040282571,0.1
0,0.5364518227337887,1.775259040282571,-0.02415950337008679,0.6103291497873068,1.7728430899455627,0.1
0,0.6103291497873068,1.7728430899455627,0.033215560459195645,0.6720389378321672,1.776164645991482,0.1
0,0.6720389378321672,1.776164645991482,-0.026495735872079575,0.7235794965525999,1.7735150724042736,0.1
0,0.7235794965525999,1.7735150724042736,0.019247759694478783,0.7666092495041626,1.775439848373722,0.1
0,0.7666092495041626,1.775439848373722,0.03952758500839239,0.8025994898127914,1.7793926068745605,0.1
0,0.8025994898127914,1.7793926068745605,0.046805605313894466,0.8327164590453913,1.7840731674059498,0.1
0,0.8327164590453913,1.7840731674059498,-0.029002426123403827,0.857860168331532,1.7811729247936088,0.1
0,0.857860168331532,1.7811729247936088,0.04377411586405776,0.8788486656175097,1.7855503363800151,0.1
0,0.8788486656175097,1.7855503363800151,0.017074621489548386,0.8963908797773521,1.7872577985289697,0.1
0,0.8963908797773521,1.7872577985289697,0.034250883496423384,0.9110448091215353,1.7906828868786124,0.1
0,0.9110448091215353,1.7906828868786124,-0.04933161393561796,0.9232581827508998,1.7857497254850498,0.1
0,0.9232581827508998,1.7857497254850498,0.049287354709285455,0.9334433170047469,1.7906784609559785,0.1
0,0.9334433170047469,1.7906784609559785,-0.04645993527560832,0.9419374737049709,1.7860324674284178,0.1
0,0.9419374737049709,1.7860324674284178,-0.04758444326215775,0.9489974378420986,1.7812740231022026,0.1
0,0.9489974378420986,1.7812740231022026,0.010025646152353206,0.9548794472978351,1.7822765877174378,0.1
0,0.9548794472978351,1.7822765877174378,-0.021867666834219635,0.9597853447652681,1.7800898210340155,0.1
0,0.9597853447652681,1.7800898210340155,-0.016538061300094033,0.9638726624797557,1.7784360149040064,0.1
0,0.9638726624797557,1.7784360149040064,-0.0015387207945535275,0.9672813943904018,1.7782821428245508,0.1
0,0.9672813943904018,1.7782821428245508,0.029490139226465303,0.9701308546680105,1.7812311567471972,0.1
0,0.9701308546680105,1.7812311567471972,0.004162079895953373,0.9725134233350672,1.7816473647367925,0.1
0,0.9725134233350672,1.7816473647367925,0.03207403540056172,0.9745060758466715,1.7848547682768487,0.1
0,0.9745060758466715,1.7848547682768487,0.013353915927885388,0.9761736826246991,1.7861901598696368,0.1
0,0.9761736826246991,1.7861901598696368,-0.04518771063556019,0.9775612184653006,1.7816713888060813,0.1
0,0.9775612184653006,1.7816713888060813,0.028126653826916356,0.9787172598369197,1.784484054188773,0.1
0,0.9787172598369197,1.784484054188773,0.03196008679809613,0.9796875146710896,1.7876800628685823,0.1
0,0.9796875146710896,1.7876800628685823,0.02802370275622461,0.9805022451231061,1.7904824331442046,0.1
0,0.9805022451231061,1.7904824331442046,-0.032791495956336805,0.9811810582073648,1.7872032835485714,0.1
0,0.9811810582073648,1.7872032835485714,-0.03257278997781665,0.9817415625396433,1.78394600455079,0.1
0,0.9817415625396433,1.78394600455079,-0.001029127578251146,0.9822064041654572,1.7838430917929644,0.1
0,0.9822064041654572,1.7838430917929644,0.03609362584696792,0.9825971192534707,1.7874524543776613,0.1
0,0.9825971192534707,1.7874524543776613,0.04815362901209849,0.9829296963003513,1.7922678172788715,0.1
0,0.9829296963003513,1.7922678172788715,0.02831460580273748,0.9832128681187063,1.7950992778591448,0.1
0,0.9832128681187063,1.7950992778591448,0.0008466747231154273,0.9834510447371496,1.795183945331456,0.1
0,0.9834510447371496,1.795183945331456,-0.030293964969019982,0.983647248154567,1.792154548834554,0.1
0,0.983647248154567,1.792154548834554,0.038335462179306654,0.9838115320339443,1.795988095052485,0.1
0,0.9838115320339443,1.795988095052485,0.01303572064204464,0.9839521805258691,1.7972916671166894,0.1
0,0.9839521805258691,1.7972916671166894,-0.003252181984228386,0.9840700514346915,1.7969664489182668,0.1
0,0.9840700514346915,1.7969664489182668,0.011075977967446707,0.9841688575462052,1.7980740467150111,0.1
0,0.9841688575462052,1.7980740467150111,-0.04678257735309084,0.9842484761068083,1.7933957889797019,0.1
0,0.9842484761068083,1.7933957889797019,0.022283245939033122,0.9843131977951876,1.7956241135736053,0.1
0,0.9843131977951876,1.7956241135736053,-0.02854034684206651,0.9843665913091298,1.7927700788893985,0.1
0,0.9843665913091298,1.7927700788893985,0.01398568267401909,0.9844101203624744,1.7941686471568006,0.1
0,0.9844101203624744,1.7941686471568006,0.003424663422875243,0.9844476208763185,1.7945111134990879,0.1
0,0.9844476208763185,1.7945111134990879,-0.04852495234835888,0.9844755776918312,1.789658618264252,0.1
0,0.9844755776918312,1.789658618264252,-0.02224252792874333,0.9844939043803784,1.787434365471378,0.1
0,0.9844939043803784,1.787434365471378,-0.02988048553053284,0.9845054763814978,1.7844463169183247,0.1
0,0.9845054763814978,1.7844463169183247,0.01891149771697001,0.984514439739568,1.7863374666900216,0.1
0,0.984514439739568,1.7863374666900216,-0.029185855062186773,0.9845210973466666,1.7834188811838034,0.1
0,0.9845210973466666,1.7834188811838034,-0.02044114280698084,0.9845231697062351,1.7813747669031055,0.1
0,0.9845231697062351,1.7813747669031055,-0.014023427957041056,0.9845224693259504,1.7799724241074015,0.1
0,0.9845224693259504,1.7799724241074015,-0.031929963530689665,0.9845185975418196,1.7767794277543327,0.1
0,0.9845185975418196,1.7767794277543327,0.03288552187154392,0.9845155520023864,1.780067979941487,0.1
0,0.9845155520023864,1.780067979941487,-0.024166748029791664,0.9845135240951497,1.7776513051385079,0.1
0,0.9845135240951497,1.7776513051385079,0.037277169283806214,0.9845128713242518,1.7813790220668884,0.1
0,0.9845128713242518,1.7813790220668884,0.04561984671407092,0.9845182143399072,1.7859410067382953,0.1
0,0.9845182143399072,1.7859410067382953,0.018309198711019353,0.9845271371956119,1.7877719266093972,0.1
0,0.9845271371956119,1.7877719266093972,0.007603331544963808,0.9845364004768059,1.7885322597638935,0.1
0,0.9845364004768059,1.7885322597638935,0.0276802533913362,0.9845466436462428,1.791300285103027,0.1
0,0.9845466436462428,1.791300285103027,-0.011808437686489835,0.9845562509193473,1.790119441334378,0.1
0,0.9845562509193473,1.790119441334378,-0.03169485905348604,0.9845611349655492,1.7869499554290291,0.1
0,0.9845611349655492,1.7869499554290291,-0.00455568261552617,0.9845627090020913,1.7864943871674768,0.1
0,0.9845627090020913,1.7864943871674768,-0.027786913727689034,0.9845616999266779,1.7837156957947078,0.1
